"Entry.name" "Gene.names"
"15911" "SIX1_HUMAN" "SIX1"
"15912" "SIX2_HUMAN" "SIX2"
"15913" "SIX3_HUMAN" "SIX3"
"15914" "SIX4_HUMAN" "SIX4"
"15915" "SIX5_HUMAN" "SIX5 DMAHP"
"15916" "SIX6_HUMAN" "SIX6 OPTX2 SIX9"
"15917" "SK2L2_HUMAN" "SKIV2L2 KIAA0052 Mtr4"
"15918" "SKA1_HUMAN" "SKA1 C18orf24"
"15919" "SKA2L_HUMAN" "SKA2L FAM33B"
"15920" "SKA2_HUMAN" "SKA2 FAM33A"
"15921" "SKA3_HUMAN" "SKA3 C13orf3 RAMA1"
"15922" "SKAP1_HUMAN" "SKAP1 SCAP1 SKAP55"
"15923" "SKAP2_HUMAN" "SKAP2 PRAP RA70 SAPS SCAP2 SKAP55R"
"15924" "SKAP_HUMAN" "KNSTRN C15orf23 SKAP TRAF4AF1 HSD11"
"15925" "SKDA1_HUMAN" "SKIDA1 C10orf140 DLN1"
"15926" "SKIL_HUMAN" "SKIL SNO"
"15927" "SKIT1_HUMAN" "SKINT1"
"15928" "SKIV2_HUMAN" "SKIV2L DDX13 SKI2W SKIV2 W"
"15929" "SKI_HUMAN" "SKI"
"15930" "SKOR1_HUMAN" "SKOR1 CORL1 FUSSEL15 LBXCOR1"
"15931" "SKOR2_HUMAN" "SKOR2 CORL2 FUSSEL18"
"15932" "SKP1_HUMAN" "SKP1 EMC19 OCP2 SKP1A TCEB1L"
"15933" "SKP2_HUMAN" "SKP2 FBXL1"
"15934" "SKT_HUMAN" "KIAA1217 SKT"
"15935" "SL9A1_HUMAN" "SLC9A1 APNH1 NHE1"
"15936" "SL9A2_HUMAN" "SLC9A2 NHE2"
"15937" "SL9A3_HUMAN" "SLC9A3 NHE3"
"15938" "SL9A4_HUMAN" "SLC9A4 NHE4"
"15939" "SL9A5_HUMAN" "SLC9A5 NHE5"
"15940" "SL9A6_HUMAN" "SLC9A6 KIAA0267 NHE6"
"15941" "SL9A7_HUMAN" "SLC9A7 NHE7"
"15942" "SL9A8_HUMAN" "SLC9A8 KIAA0939 NHE8"
"15943" "SL9A9_HUMAN" "SLC9A9 NHE9 Nbla00118"
"15944" "SL9B1_HUMAN" "SLC9B1 NHEDC1"
"15945" "SL9B2_HUMAN" "SLC9B2 NHA2 NHEDC2"
"15946" "SL9C1_HUMAN" "SLC9C1 SLC9A10"
"15947" "SL9C2_HUMAN" "SLC9C2 SLC9A11"
"15948" "SL9P1_HUMAN" "SLC9B1P1"
"15949" "SLAF1_HUMAN" "SLAMF1 SLAM"
"15950" "SLAF5_HUMAN" "CD84 SLAMF5"
"15951" "SLAF6_HUMAN" "SLAMF6 KALI UNQ6123/PRO20080"
"15952" "SLAF7_HUMAN" "SLAMF7 CS1 UNQ576/PRO1138"
"15953" "SLAF8_HUMAN" "SLAMF8 BLAME"
"15954" "SLAF9_HUMAN" "SLAMF9 CD2F10 UNQ1938/PRO4421"
"15955" "SLAI1_HUMAN" "SLAIN1 C13orf32"
"15956" "SLAI2_HUMAN" "SLAIN2 KIAA1458"
"15957" "SLAP1_HUMAN" "SLA SLAP SLAP1"
"15958" "SLAP2_HUMAN" "SLA2 C20orf156 SLAP2"
"15959" "SLBP_HUMAN" "SLBP HBP"
"15960" "SLC31_HUMAN" "SLC3A1 RBAT"
"15961" "SLD5_HUMAN" "GINS4 SLD5"
"15962" "SLFN5_HUMAN" "SLFN5"
"15963" "SLIB_HUMAN" "GHRH GHRF"
"15964" "SLIK1_HUMAN" "SLITRK1 KIAA1910 LRRC12 UNQ233/PRO266"
"15965" "SLIK2_HUMAN" "SLITRK2 CXorf2 KIAA1854 SLITL1 UNQ9197/PRO34756"
"15966" "SLIK3_HUMAN" "SLITRK3 KIAA0848"
"15967" "SLIK4_HUMAN" "SLITRK4"
"15968" "SLIK5_HUMAN" "SLITRK5 KIAA0918 LRRC11"
"15969" "SLIK6_HUMAN" "SLITRK6"
"15970" "SLIP_HUMAN" "NUGGC C8orf80 HMFN0672"
"15971" "SLIRP_HUMAN" "SLIRP C14orf156 DC23 DC50 PD04872"
"15972" "SLIT1_HUMAN" "SLIT1 KIAA0813 MEGF4 SLIL1"
"15973" "SLIT2_HUMAN" "SLIT2 SLIL3"
"15974" "SLIT3_HUMAN" "SLIT3 KIAA0814 MEGF5 SLIL2 UNQ691/PRO1336"
"15975" "SLK_HUMAN" "SLK KIAA0204 STK2"
"15976" "SLMAP_HUMAN" "SLMAP KIAA1601 SLAP UNQ1847/PRO3577"
"15977" "SLMO1_HUMAN" "SLMO1 C18orf43"
"15978" "SLMO2_HUMAN" "SLMO2 C20orf45 CGI-107"
"15979" "SLN11_HUMAN" "SLFN11"
"15980" "SLN12_HUMAN" "SLFN12"
"15981" "SLN13_HUMAN" "SLFN13"
"15982" "SLN14_HUMAN" "SLFN14"
"15983" "SLNL1_HUMAN" "SLFNL1"
"15984" "SLPI_HUMAN" "SLPI WAP4 WFDC4"
"15985" "SLTM_HUMAN" "SLTM MET"
"15986" "SLU7_HUMAN" "SLU7"
"15987" "SLUR1_HUMAN" "SLURP1 ARS"
"15988" "SLX1_HUMAN" "SLX1A GIYD1 SLX1; SLX1B GIYD2 SLX1"
"15989" "SLX4I_HUMAN" "SLX4IP C20orf94"
"15990" "SLX4_HUMAN" "SLX4 BTBD12 KIAA1784 KIAA1987"
"15991" "SMA5O_HUMAN" "SMAD5-AS1 DAMS SMAD5OS"
"15992" "SMAD1_HUMAN" "SMAD1 BSP1 MADH1 MADR1"
"15993" "SMAD2_HUMAN" "SMAD2 MADH2 MADR2"
"15994" "SMAD3_HUMAN" "SMAD3 MADH3"
"15995" "SMAD4_HUMAN" "SMAD4 DPC4 MADH4"
"15996" "SMAD5_HUMAN" "SMAD5 MADH5"
"15997" "SMAD6_HUMAN" "SMAD6 MADH6"
"15998" "SMAD7_HUMAN" "SMAD7 MADH7 MADH8"
"15999" "SMAD9_HUMAN" "SMAD9 MADH6 MADH9"
"16000" "SMAG1_HUMAN" "SAMD4A KIAA1053 SAMD4 SMAUG1"
"16001" "SMAG2_HUMAN" "SAMD4B SMAUG2"
"16002" "SMAGP_HUMAN" "SMAGP"
"16003" "SMAKA_HUMAN" "C2orf88"
"16004" "SMAL1_HUMAN" "SMARCAL1 HARP"
"16005" "SMAP1_HUMAN" "SMAP1"
"16006" "SMAP2_HUMAN" "SMAP2 SMAP1L"
"16007" "SMAP_HUMAN" "SMAP C11orf58"
"16008" "SMBP2_HUMAN" "IGHMBP2 SMBP2 SMUBP2"
"16009" "SMBT1_HUMAN" "SFMBT1 RU1"
"16010" "SMBT2_HUMAN" "SFMBT2 KIAA1617"
"16011" "SMC1A_HUMAN" "SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1"
"16012" "SMC1B_HUMAN" "SMC1B SMC1L2"
"16013" "SMC2_HUMAN" "SMC2 CAPE SMC2L1 PRO0324"
"16014" "SMC3_HUMAN" "SMC3 BAM BMH CSPG6 SMC3L1"
"16015" "SMC4_HUMAN" "SMC4 CAPC SMC4L1"
"16016" "SMC5_HUMAN" "SMC5 KIAA0594 SMC5L1"
"16017" "SMC6_HUMAN" "SMC6 SMC6L1"
"16018" "SMCA1_HUMAN" "SMARCA1 SNF2L SNF2L1"
"16019" "SMCA2_HUMAN" "SMARCA2 BAF190B BRM SNF2A SNF2L2"
"16020" "SMCA4_HUMAN" "SMARCA4 BAF190A BRG1 SNF2B SNF2L4"
"16021" "SMCA5_HUMAN" "SMARCA5 SNF2H WCRF135"
"16022" "SMCE1_HUMAN" "SMARCE1 BAF57"
"16023" "SMCR5_HUMAN" "SMCR5"
"16024" "SMCR8_HUMAN" "SMCR8"
"16025" "SMD1_HUMAN" "SNRPD1"
"16026" "SMD2_HUMAN" "SNRPD2 SNRPD1"
"16027" "SMD3_HUMAN" "SNRPD3"
"16028" "SMDC1_HUMAN" "SAYSD1 C6orf64"
"16029" "SMEK3_HUMAN" "SMEK3P"
"16030" "SMG1L_HUMAN" ""
"16031" "SMG1_HUMAN" "SMG1 ATX KIAA0421 LIP"
"16032" "SMG5_HUMAN" "SMG5 EST1B KIAA1089"
"16033" "SMG64_HUMAN" ""
"16034" "SMG7_HUMAN" "SMG7 C1orf16 EST1C KIAA0250"
"16035" "SMG8_HUMAN" "SMG8 ABC2 C17orf71"
"16036" "SMG9_HUMAN" "SMG9 C19orf61"
"16037" "SMHD1_HUMAN" "SMCHD1 KIAA0650"
"16038" "SMIM1_HUMAN" "SMIM1"
"16039" "SMIM2_HUMAN" "SMIM2 C13orf44"
"16040" "SMIM3_HUMAN" "SMIM3 C5orf62 NID67"
"16041" "SMIM4_HUMAN" "SMIM4 C3orf78"
"16042" "SMIM5_HUMAN" "SMIM5 C17orf109"
"16043" "SMIM6_HUMAN" "SMIM6 C17orf110"
"16044" "SMIM7_HUMAN" "SMIM7 C19orf42"
"16045" "SMIM8_HUMAN" "SMIM8 C6orf162 DC18"
"16046" "SMIM9_HUMAN" "SMIM9 CXorf68"
"16047" "SMKR1_HUMAN" "SMKR1"
"16048" "SMLR1_HUMAN" "SMLR1"
"16049" "SMN_HUMAN" "SMN1 SMN SMNT; SMN2 SMNC"
"16050" "SMOC1_HUMAN" "SMOC1"
"16051" "SMOC2_HUMAN" "SMOC2 SMAP2 MSTP117"
"16052" "SMOX_HUMAN" "SMOX C20orf16 SMO UNQ3039/PRO9854"
"16053" "SMO_HUMAN" "SMO SMOH"
"16054" "SMPX_HUMAN" "SMPX SRMX"
"16055" "SMR3A_HUMAN" "SMR3A PBI PROL5"
"16056" "SMR3B_HUMAN" "SMR3B PBII PRL3 PROL3"
"16057" "SMRC1_HUMAN" "SMARCC1 BAF155"
"16058" "SMRC2_HUMAN" "SMARCC2 BAF170"
"16059" "SMRCD_HUMAN" "SMARCAD1 KIAA1122"
"16060" "SMRD1_HUMAN" "SMARCD1 BAF60A"
"16061" "SMRD2_HUMAN" "SMARCD2 BAF60B PRO2451"
"16062" "SMRD3_HUMAN" "SMARCD3 BAF60C"
"16063" "SMRP1_HUMAN" "SMRP1 C9orf24 CBE1"
"16064" "SMS1_HUMAN" "SGMS1 MOB SMS1 TMEM23"
"16065" "SMS2_HUMAN" "SGMS2 SMS2"
"16066" "SMS_HUMAN" "SST"
"16067" "SMTL1_HUMAN" "SMTNL1"
"16068" "SMTL2_HUMAN" "SMTNL2"
"16069" "SMTN_HUMAN" "SMTN SMSMO"
"16070" "SMU1_HUMAN" "SMU1"
"16071" "SMUF1_HUMAN" "SMURF1 KIAA1625"
"16072" "SMUF2_HUMAN" "SMURF2"
"16073" "SMUG1_HUMAN" "SMUG1"
"16074" "SMYD1_HUMAN" "SMYD1"
"16075" "SMYD2_HUMAN" "SMYD2 KMT3C"
"16076" "SMYD3_HUMAN" "SMYD3 ZMYND1 ZNFN3A1"
"16077" "SMYD4_HUMAN" "SMYD4 KIAA1936"
"16078" "SMYD5_HUMAN" "SMYD5 RAI15"
"16079" "SN12L_HUMAN" "SLFN12L SLFN5"
"16080" "SNAA_HUMAN" "NAPA SNAPA"
"16081" "SNAB_HUMAN" "NAPB SNAPB"
"16082" "SNAG_HUMAN" "NAPG SNAPG"
"16083" "SNAI1_HUMAN" "SNAI1 SNAH"
"16084" "SNAI2_HUMAN" "SNAI2 SLUG SLUGH"
"16085" "SNAI3_HUMAN" "SNAI3 ZNF293"
"16086" "SNAPN_HUMAN" "SNAPIN BLOC1S7 SNAP25BP SNAPAP"
"16087" "SNAT_HUMAN" "AANAT SNAT"
"16088" "SNCAP_HUMAN" "SNCAIP"
"16089" "SND1_HUMAN" "SND1 TDRD11"
"16090" "SNED1_HUMAN" "SNED1"
"16091" "SNF5_HUMAN" "SMARCB1 BAF47 INI1 SNF5L1"
"16092" "SNF8_HUMAN" "SNF8 EAP30"
"16093" "SNG1_HUMAN" "SYNGR1"
"16094" "SNG2L_HUMAN" ""
"16095" "SNG2_HUMAN" "SYNGR2 UNQ352/PRO615"
"16096" "SNG3_HUMAN" "SYNGR3"
"16097" "SNG4_HUMAN" "SYNGR4"
"16098" "SNH12_HUMAN" "SNHG12 C1orf79 PNAS-123 TRG11"
"16099" "SNIP1_HUMAN" "SNIP1"
"16100" "SNIT1_HUMAN" "SND1-IT1 C7orf54 NAG8"
"16101" "SNN_HUMAN" "SNN"
"16102" "SNP23_HUMAN" "SNAP23"
"16103" "SNP25_HUMAN" "SNAP25 SNAP"
"16104" "SNP29_HUMAN" "SNAP29"
"16105" "SNP47_HUMAN" "SNAP47 C1orf142 HEL170 SVAP1"
"16106" "SNPC1_HUMAN" "SNAPC1 SNAP43"
"16107" "SNPC2_HUMAN" "SNAPC2 SNAP45"
"16108" "SNPC3_HUMAN" "SNAPC3 SNAP50"
"16109" "SNPC4_HUMAN" "SNAPC4 SNAP190"
"16110" "SNPC5_HUMAN" "SNAPC5 SNAP19"
"16111" "SNPH_HUMAN" "SNPH KIAA0374"
"16112" "SNR25_HUMAN" "SNRNP25 C16orf33"
"16113" "SNR27_HUMAN" "SNRNP27"
"16114" "SNR40_HUMAN" "SNRNP40 PRP8BP SFP38 WDR57"
"16115" "SNR48_HUMAN" "SNRNP48 C6orf151"
"16116" "SNRK_HUMAN" "SNRK KIAA0096 SNFRK"
"16117" "SNRPA_HUMAN" "SNRPA"
"16118" "SNTA1_HUMAN" "SNTA1 SNT1"
"16119" "SNTAN_HUMAN" "SNTN S100A1L"
"16120" "SNTB1_HUMAN" "SNTB1 SNT2B1"
"16121" "SNTB2_HUMAN" "SNTB2 D16S2531E SNT2B2 SNTL"
"16122" "SNTG1_HUMAN" "SNTG1"
"16123" "SNTG2_HUMAN" "SNTG2"
"16124" "SNUFL_HUMAN" "SNURFL CXorf19"
"16125" "SNURF_HUMAN" "SNURF"
"16126" "SNUT1_HUMAN" "SART1"
"16127" "SNUT2_HUMAN" "USP39 CGI-21 HSPC332 PRO2855"
"16128" "SNW1_HUMAN" "SNW1 SKIIP SKIP"
"16129" "SNX10_HUMAN" "SNX10"
"16130" "SNX11_HUMAN" "SNX11"
"16131" "SNX12_HUMAN" "SNX12"
"16132" "SNX13_HUMAN" "SNX13 KIAA0713"
"16133" "SNX14_HUMAN" "SNX14"
"16134" "SNX15_HUMAN" "SNX15"
"16135" "SNX16_HUMAN" "SNX16"
"16136" "SNX17_HUMAN" "SNX17 KIAA0064"
"16137" "SNX18_HUMAN" "SNX18 SH3PXD3B SNAG1"
"16138" "SNX19_HUMAN" "SNX19 KIAA0254"
"16139" "SNX1_HUMAN" "SNX1"
"16140" "SNX20_HUMAN" "SNX20 SLIC1"
"16141" "SNX21_HUMAN" "SNX21 C20orf161 SNXL"
"16142" "SNX22_HUMAN" "SNX22"
"16143" "SNX24_HUMAN" "SNX24 SBBI31 UNQ654/PRO1284"
"16144" "SNX25_HUMAN" "SNX25 MSTP043"
"16145" "SNX27_HUMAN" "SNX27 KIAA0488 My014"
"16146" "SNX29_HUMAN" "SNX29 RUNDC2A"
"16147" "SNX2_HUMAN" "SNX2 TRG9"
"16148" "SNX30_HUMAN" "SNX30"
"16149" "SNX31_HUMAN" "SNX31"
"16150" "SNX32_HUMAN" "SNX32 SNX6B"
"16151" "SNX33_HUMAN" "SNX33 SH3PX3 SH3PXD3C SNX30"
"16152" "SNX3_HUMAN" "SNX3"
"16153" "SNX4_HUMAN" "SNX4"
"16154" "SNX5_HUMAN" "SNX5"
"16155" "SNX6_HUMAN" "SNX6"
"16156" "SNX7_HUMAN" "SNX7"
"16157" "SNX8_HUMAN" "SNX8"
"16158" "SNX9_HUMAN" "SNX9 SH3PX1 SH3PXD3A"
"16159" "SN_HUMAN" "SIGLEC1 SN"
"16160" "SO1A2_HUMAN" "SLCO1A2 OATP OATP1 OATP1A2 SLC21A3"
"16161" "SO1B1_HUMAN" "SLCO1B1 LST1 OATP1B1 OATP2 OATPC SLC21A6"
"16162" "SO1B3_HUMAN" "SLCO1B3 LST2 OATP1B3 OATP8,SLC21A8"
"16163" "SO1B7_HUMAN" "SLCO1B7 LST3 LST3TM12"
"16164" "SO1C1_HUMAN" "SLCO1C1 OATP14 OATP1C1 OATPF SLC21A14"
"16165" "SO2A1_HUMAN" "SLCO2A1 OATP2A1 SLC21A2"
"16166" "SO2B1_HUMAN" "SLCO2B1 KIAA0880 OATP2B1 OATPB SLC21A9"
"16167" "SO3A1_HUMAN" "SLCO3A1 OATP3A1 OATPD SLC21A11"
"16168" "SO4A1_HUMAN" "SLCO4A1 OATP1 OATP4A1 OATPE SLC21A12"
"16169" "SO4C1_HUMAN" "SLCO4C1 OATP4C1 OATPX SLC21A20"
"16170" "SO5A1_HUMAN" "SLCO5A1 OATP5A1 SLC21A15"
"16171" "SO6A1_HUMAN" "SLCO6A1 OATP6A1 SLC21A19"
"16172" "SOAT1_HUMAN" "SOAT1 ACACT ACACT1 ACAT ACAT1 SOAT STAT"
"16173" "SOAT2_HUMAN" "SOAT2 ACACT2 ACAT2"
"16174" "SOAT_HUMAN" "SLC10A6 SOAT"
"16175" "SOBP_HUMAN" "SOBP JXC1"
"16176" "SOCS1_HUMAN" "SOCS1 SSI1 TIP3"
"16177" "SOCS2_HUMAN" "SOCS2 CIS2 SSI2 STATI2"
"16178" "SOCS3_HUMAN" "SOCS3 CIS3 SSI3"
"16179" "SOCS4_HUMAN" "SOCS4 SOCS7"
"16180" "SOCS5_HUMAN" "SOCS5 CIS6 CISH5 CISH6 KIAA0671"
"16181" "SOCS6_HUMAN" "SOCS6 CIS4 SOCS4"
"16182" "SOCS7_HUMAN" "SOCS7 NAP4 SOCS6"
"16183" "SODC_HUMAN" "SOD1"
"16184" "SODE_HUMAN" "SOD3"
"16185" "SODM_HUMAN" "SOD2"
"16186" "SOGA1_HUMAN" "SOGA1 C20orf117 KIAA0889 SOGA"
"16187" "SOGA2_HUMAN" "SOGA2 CCDC165 KIAA0802"
"16188" "SOGA3_HUMAN" "SOGA3 C6orf174"
"16189" "SOLH1_HUMAN" "SOHLH1 C9orf157 NOHLH TEB2"
"16190" "SOLH2_HUMAN" "SOHLH2 TEB1"
"16191" "SOM2_HUMAN" "GH2"
"16192" "SOMA_HUMAN" "GH1"
"16193" "SON_HUMAN" "SON C21orf50 DBP5 KIAA1019 NREBP HSPC310 HSPC312"
"16194" "SORC1_HUMAN" "SORCS1 SORCS"
"16195" "SORC2_HUMAN" "SORCS2 KIAA1329"
"16196" "SORC3_HUMAN" "SORCS3 KIAA1059"
"16197" "SORCN_HUMAN" "SRI"
"16198" "SORL_HUMAN" "SORL1 C11orf32"
"16199" "SORT_HUMAN" "SORT1"
"16200" "SOS1_HUMAN" "SOS1"
"16201" "SOS2_HUMAN" "SOS2"
"16202" "SOSB1_HUMAN" "NABP2 OBFC2B SSB1 LP3587"
"16203" "SOSB2_HUMAN" "NABP1 OBFC2A SSB2"
"16204" "SOSD1_HUMAN" "SOSTDC1 USAG1 CDA019"
"16205" "SOSSC_HUMAN" "INIP C9orf80 SSBIP1 HSPC043 HSPC291"
"16206" "SOST_HUMAN" "SOST UNQ2976/PRO7455/PRO7476"
"16207" "SOX10_HUMAN" "SOX10"
"16208" "SOX11_HUMAN" "SOX11"
"16209" "SOX12_HUMAN" "SOX12 SOX22"
"16210" "SOX13_HUMAN" "SOX13"
"16211" "SOX14_HUMAN" "SOX14 SOX28"
"16212" "SOX15_HUMAN" "SOX15 SOX12 SOX20 SOX26 SOX27"
"16213" "SOX17_HUMAN" "SOX17"
"16214" "SOX18_HUMAN" "SOX18"
"16215" "SOX1_HUMAN" "SOX1"
"16216" "SOX21_HUMAN" "SOX21 SOX25 SOXA"
"16217" "SOX2_HUMAN" "SOX2"
"16218" "SOX30_HUMAN" "SOX30"
"16219" "SOX3_HUMAN" "SOX3"
"16220" "SOX4_HUMAN" "SOX4"
"16221" "SOX5_HUMAN" "SOX5"
"16222" "SOX6_HUMAN" "SOX6"
"16223" "SOX7_HUMAN" "SOX7"
"16224" "SOX8_HUMAN" "SOX8"
"16225" "SOX9_HUMAN" "SOX9"
"16226" "SOX_HUMAN" "PIPOX LPIPOX PSO"
"16227" "SP100_HUMAN" "SP100"
"16228" "SP110_HUMAN" "SP110"
"16229" "SP130_HUMAN" "SAP130"
"16230" "SP16H_HUMAN" "SUPT16H FACT140 FACTP140"
"16231" "SP17_HUMAN" "SPA17 SP17"
"16232" "SP1_HUMAN" "SP1 TSFP1"
"16233" "SP201_HUMAN" "SUPT20HL1 FAM48B1"
"16234" "SP202_HUMAN" "SUPT20HL2 FAM48B2"
"16235" "SP20H_HUMAN" "SUPT20H C13orf19 FAM48A FP757"
"16236" "SP2_HUMAN" "SP2 KIAA0048"
"16237" "SP30L_HUMAN" "SAP30L NS4ATP2"
"16238" "SP3_HUMAN" "SP3"
"16239" "SP4_HUMAN" "SP4"
"16240" "SP5_HUMAN" "SP5"
"16241" "SP6_HUMAN" "SP6 KLF14"
"16242" "SP7_HUMAN" "SP7 OSX"
"16243" "SP8_HUMAN" "SP8"
"16244" "SP9_HUMAN" "SP9"
"16245" "SPA11_HUMAN" "SERPINA11"
"16246" "SPA12_HUMAN" "SERPINA12"
"16247" "SPA13_HUMAN" "SERPINA13P SERPINA13 UNQ6121/PRO20043"
"16248" "SPA24_HUMAN" "SPATA24"
"16249" "SPA2L_HUMAN" "SPATA2L C16orf76"
"16250" "SPA5L_HUMAN" "SPATA5L1"
"16251" "SPA6L_HUMAN" "SPATA6L C9orf68"
"16252" "SPA9_HUMAN" "SERPINA9 GCET1 SERPINA11 UNQ692/PRO1337"
"16253" "SPAC7_HUMAN" "SPACA7 C13orf28"
"16254" "SPAG1_HUMAN" "SPAG1"
"16255" "SPAG4_HUMAN" "SPAG4 SUN4"
"16256" "SPAG5_HUMAN" "SPAG5"
"16257" "SPAG6_HUMAN" "SPAG6 PF16"
"16258" "SPAG7_HUMAN" "SPAG7"
"16259" "SPAG8_HUMAN" "SPAG8"
"16260" "SPAS1_HUMAN" "SPATS1"
"16261" "SPAS2_HUMAN" "SPATS2 SCR59 SPATA10 Nbla00526"
"16262" "SPAST_HUMAN" "SPAST ADPSP FSP2 KIAA1083 SPG4"
"16263" "SPAT1_HUMAN" "SPATA1"
"16264" "SPAT2_HUMAN" "SPATA2 KIAA0757 PD1"
"16265" "SPAT4_HUMAN" "SPATA4 TSARG2"
"16266" "SPAT5_HUMAN" "SPATA5 AFG2 SPAF"
"16267" "SPAT6_HUMAN" "SPATA6"
"16268" "SPAT7_HUMAN" "SPATA7 HSD3"
"16269" "SPAT8_HUMAN" "SPATA8"
"16270" "SPAT9_HUMAN" "SPATA9"
"16271" "SPB10_HUMAN" "SERPINB10 PI10"
"16272" "SPB11_HUMAN" "SERPINB11"
"16273" "SPB12_HUMAN" "SERPINB12"
"16274" "SPB13_HUMAN" "SERPINB13 PI13"
"16275" "SPB1_HUMAN" "FTSJ3 SB92"
"16276" "SPB3_HUMAN" "SERPINB3 SCCA SCCA1"
"16277" "SPB4_HUMAN" "SERPINB4 PI11 SCCA2"
"16278" "SPB5_HUMAN" "SERPINB5 PI5"
"16279" "SPB6_HUMAN" "SERPINB6 PI6 PTI"
"16280" "SPB7_HUMAN" "SERPINB7"
"16281" "SPB8_HUMAN" "SERPINB8 PI8"
"16282" "SPB9_HUMAN" "SERPINB9 PI9"
"16283" "SPC1L_HUMAN" "SPATC1L C21orf56"
"16284" "SPC24_HUMAN" "SPC24 SPBC24"
"16285" "SPC25_HUMAN" "SPC25 SPBC25 AD024"
"16286" "SPCS1_HUMAN" "SPCS1 SPC12 HSPC033"
"16287" "SPCS2_HUMAN" "SPCS2 KIAA0102 SPC25"
"16288" "SPCS3_HUMAN" "SPCS3 SPC22 UNQ1841/PRO3567"
"16289" "SPCS_HUMAN" "SEPSECS TRNP48"
"16290" "SPD2A_HUMAN" "SH3PXD2A FISH KIAA0418 SH3MD1 TKS5"
"16291" "SPD2B_HUMAN" "SH3PXD2B FAD49 KIAA1295 TKS4"
"16292" "SPDE1_HUMAN" "SPDYE1 WBSCR19"
"16293" "SPDE2_HUMAN" "SPDYE2"
"16294" "SPDE3_HUMAN" "SPDYE3"
"16295" "SPDE4_HUMAN" "SPDYE4"
"16296" "SPDE5_HUMAN" "SPDYE5"
"16297" "SPDE6_HUMAN" "SPDYE6"
"16298" "SPDE7_HUMAN" "SPDYE7P"
"16299" "SPDEF_HUMAN" "SPDEF PDEF PSE"
"16300" "SPDL1_HUMAN" ""
"16301" "SPDL2_HUMAN" ""
"16302" "SPDL3_HUMAN" ""
"16303" "SPDLY_HUMAN" "SPDL1 CCDC99"
"16304" "SPDYA_HUMAN" "SPDYA SPDY1 SPY1"
"16305" "SPDYC_HUMAN" "SPDYC"
"16306" "SPE2L_HUMAN" "SPDYE2L"
"16307" "SPE39_HUMAN" "VIPAS39 C14orf133 SPE39 VIPAR"
"16308" "SPEB_HUMAN" "AGMAT"
"16309" "SPEE_HUMAN" "SRM SPS1 SRML1"
"16310" "SPEF1_HUMAN" "SPEF1 C20orf28"
"16311" "SPEF2_HUMAN" "SPEF2 KIAA1770 KPL2"
"16312" "SPEG_HUMAN" "SPEG APEG1 KIAA1297"
"16313" "SPEM1_HUMAN" "SPEM1 C17orf83"
"16314" "SPERI_HUMAN" "SPATC1 SPATA15 SPRN"
"16315" "SPERT_HUMAN" "SPERT CBY2"
"16316" "SPESP_HUMAN" "SPESP1 UNQ732/PRO1418"
"16317" "SPF27_HUMAN" "BCAS2 DAM1"
"16318" "SPF30_HUMAN" "SMNDC1 SMNR SPF30"
"16319" "SPF45_HUMAN" "RBM17 SPF45"
"16320" "SPG16_HUMAN" "SPAG16 PF20"
"16321" "SPG17_HUMAN" "SPAG17"
"16322" "SPG20_HUMAN" "SPG20 KIAA0610 TAHCCP1"
"16323" "SPG21_HUMAN" "SPG21 ACP33 BM-019 GL010"
"16324" "SPG7_HUMAN" "SPG7 CAR CMAR PGN"
"16325" "SPGOS_HUMAN" "SPG20OS C13orf43"
"16326" "SPHAR_HUMAN" "SPHAR"
"16327" "SPHK1_HUMAN" "SPHK1 SPHK SPK"
"16328" "SPHK2_HUMAN" "SPHK2"
"16329" "SPHM_HUMAN" "SGSH HSS"
"16330" "SPI1_HUMAN" "SPI1"
"16331" "SPI2A_HUMAN" "SPIN2A DXF34 SPIN2"
"16332" "SPI2B_HUMAN" "SPIN2B SPIN2"
"16333" "SPI2_HUMAN" "SERPINI2 MEPI PI14"
"16334" "SPIB_HUMAN" "SPIB"
"16335" "SPICE_HUMAN" "SPICE1 CCDC52 SPICE"
"16336" "SPIC_HUMAN" "SPIC"
"16337" "SPIN1_HUMAN" "SPIN1 OCR SPIN"
"16338" "SPIN3_HUMAN" "SPIN3"
"16339" "SPIN4_HUMAN" "SPIN4"
"16340" "SPIR1_HUMAN" "SPIRE1 KIAA1135 SPIR1"
"16341" "SPIR2_HUMAN" "SPIRE2 KIAA1832 SPIR2"
"16342" "SPIT1_HUMAN" "SPINT1 HAI1 UNQ223/PRO256"
"16343" "SPIT2_HUMAN" "SPINT2 HAI2 KOP"
"16344" "SPIT3_HUMAN" "SPINT3"
"16345" "SPIT4_HUMAN" "SPINT4 C20orf137"
"16346" "SPKAP_HUMAN" "SPHKAP KIAA1678 SKIP"
"16347" "SPN1_HUMAN" "SNUPN RNUT1 SPN1"
"16348" "SPN90_HUMAN" "NCKIPSD AF3P21 SPIN90"
"16349" "SPNS1_HUMAN" "SPNS1 SPIN1 PP20300"
"16350" "SPNS2_HUMAN" "SPNS2"
"16351" "SPNS3_HUMAN" "SPNS3"
"16352" "SPNXA_HUMAN" "SPANXA1 SPANXA; SPANXA2"
"16353" "SPNXB_HUMAN" "SPANXB1 SPANXB; SPANXB2; SPANXF1"
"16354" "SPNXC_HUMAN" "SPANXC"
